mouse_symbol,mouse_ensembl,human_ensembl,orthology_type
Xrcc6,ENSMUSG00000022471,ENSG00000196419,ortholog_one2one
Aste1,ENSMUSG00000032567,ENSG00000034533,ortholog_one2one
Jakmip1,ENSMUSG00000063646,ENSG00000152969,ortholog_one2one
Timm8a1,ENSMUSG00000048007,ENSG00000126953,ortholog_one2one
Adamts16,ENSMUSG00000049538,ENSG00000145536,ortholog_one2one
Itfg1,ENSMUSG00000031703,ENSG00000129636,ortholog_one2one
Lamc3,ENSMUSG00000026840,ENSG00000050555,ortholog_one2one
Lamb3,ENSMUSG00000026639,ENSG00000196878,ortholog_one2one
Slc25a53,ENSMUSG00000044348,ENSG00000269743,ortholog_one2one
Zfp367,ENSMUSG00000044934,ENSG00000165244,ortholog_one2one
Slc17a3,ENSMUSG00000036083,ENSG00000124564,ortholog_one2one
Polr2f,ENSMUSG00000033020,ENSG00000100142,ortholog_one2one
Shc4,ENSMUSG00000035109,ENSG00000185634,ortholog_one2one
Clk3,ENSMUSG00000032316,ENSG00000179335,ortholog_one2one
Otos,ENSMUSG00000044055,ENSG00000178602,ortholog_one2one
Mrps27,ENSMUSG00000041632,ENSG00000113048,ortholog_one2one
Tsc2,ENSMUSG00000002496,ENSG00000103197,ortholog_one2one
Amhr2,ENSMUSG00000023047,ENSG00000135409,ortholog_one2one
Zhx3,ENSMUSG00000035877,ENSG00000174306,ortholog_one2one
Rnf2,ENSMUSG00000026484,ENSG00000121481,ortholog_one2one
Flt3,ENSMUSG00000042817,ENSG00000122025,ortholog_one2one
Mroh1,ENSMUSG00000022558,ENSG00000179832,ortholog_one2one
Vps4a,ENSMUSG00000031913,ENSG00000132612,ortholog_one2one
Crybg3,ENSMUSG00000022723,ENSG00000080200,ortholog_one2one
Syp,ENSMUSG00000031144,ENSG00000102003,ortholog_one2one
Ctsw,ENSMUSG00000024910,ENSG00000172543,ortholog_one2one
Rpl31,ENSMUSG00000073702,ENSG00000071082,ortholog_one2one
Fgf8,ENSMUSG00000025219,ENSG00000107831,ortholog_one2one
Dmgdh,ENSMUSG00000042102,ENSG00000132837,ortholog_one2one
Dnajc2,ENSMUSG00000029014,ENSG00000105821,ortholog_one2one
Slc51a,ENSMUSG00000035699,ENSG00000163959,ortholog_one2one
Samhd1,ENSMUSG00000027639,ENSG00000101347,ortholog_one2one
Muc20,ENSMUSG00000035638,ENSG00000176945,ortholog_one2one
Acy3,ENSMUSG00000024866,ENSG00000132744,ortholog_one2one
Fbxl8,ENSMUSG00000033313,ENSG00000135722,ortholog_one2one
Nudt16l1,ENSMUSG00000022516,ENSG00000168101,ortholog_one2one
Lrrc58,ENSMUSG00000034158,ENSG00000163428,ortholog_one2one
Il33,ENSMUSG00000024810,ENSG00000137033,ortholog_one2one
Mark1,ENSMUSG00000026620,ENSG00000116141,ortholog_one2one
Bmx,ENSMUSG00000031377,ENSG00000102010,ortholog_one2one
Gnb1l,ENSMUSG00000000884,ENSG00000185838,ortholog_one2one
Elf4,ENSMUSG00000031103,ENSG00000102034,ortholog_one2one
Ccdc18,ENSMUSG00000056531,ENSG00000122483,ortholog_one2one
Atp6v1b2,ENSMUSG00000006273,ENSG00000147416,ortholog_one2one
Pgam1,ENSMUSG00000011752,ENSG00000171314,ortholog_one2one
Rbbp7,ENSMUSG00000031353,ENSG00000102054,ortholog_one2one
Ndufv1,ENSMUSG00000037916,ENSG00000167792,ortholog_one2one
Ubap2l,ENSMUSG00000042520,ENSG00000143569,ortholog_one2one
Gapt,ENSMUSG00000046006,ENSG00000175857,ortholog_one2one
Cep72,ENSMUSG00000021572,ENSG00000112877,ortholog_one2one
Zfyve1,ENSMUSG00000042628,ENSG00000165861,ortholog_one2one
Borcs5,ENSMUSG00000042992,ENSG00000165714,ortholog_one2one
Coa5,ENSMUSG00000026112,ENSG00000183513,ortholog_one2one
Nelfcd,ENSMUSG00000016253,ENSG00000101158,ortholog_one2one
Mix23,ENSMUSG00000075229,ENSG00000160124,ortholog_one2one
Fndc4,ENSMUSG00000038552,ENSG00000115226,ortholog_one2one
Abl2,ENSMUSG00000026596,ENSG00000143322,ortholog_one2one
Tbk1,ENSMUSG00000020115,ENSG00000183735,ortholog_one2one
Rad52,ENSMUSG00000030166,ENSG00000002016,ortholog_one2one
Abhd10,ENSMUSG00000033157,ENSG00000144827,ortholog_one2one
Ero1b,ENSMUSG00000057069,ENSG00000086619,ortholog_one2one
Lrrc41,ENSMUSG00000028703,ENSG00000132128,ortholog_one2one
Yjefn3,ENSMUSG00000048967,ENSG00000250067,ortholog_one2one
Usp21,ENSMUSG00000053483,ENSG00000143258,ortholog_one2one
Fam185a,ENSMUSG00000047221,ENSG00000222011,ortholog_one2one
Tgfb3,ENSMUSG00000021253,ENSG00000119699,ortholog_one2one
Abcc5,ENSMUSG00000022822,ENSG00000114770,ortholog_one2one
Angpt2,ENSMUSG00000031465,ENSG00000091879,ortholog_one2one
Pdzd8,ENSMUSG00000074746,ENSG00000165650,ortholog_one2one
Egfl6,ENSMUSG00000000402,ENSG00000198759,ortholog_one2one
Banf1,ENSMUSG00000024844,ENSG00000175334,ortholog_one2one
Ccdc180,ENSMUSG00000035539,ENSG00000197816,ortholog_one2one
Iah1,ENSMUSG00000062054,ENSG00000134330,ortholog_one2one
Cog4,ENSMUSG00000031753,ENSG00000103051,ortholog_one2one
Ablim1,ENSMUSG00000025085,ENSG00000099204,ortholog_one2one
Nup62cl,ENSMUSG00000072944,ENSG00000198088,ortholog_one2one
Uqcrc1,ENSMUSG00000025651,ENSG00000010256,ortholog_one2one
Shisal2b,ENSMUSG00000042655,ENSG00000145642,ortholog_one2one
Slc25a48,ENSMUSG00000021509,ENSG00000145832,ortholog_one2one
Slc15a4,ENSMUSG00000029416,ENSG00000139370,ortholog_one2one
Elovl2,ENSMUSG00000021364,ENSG00000197977,ortholog_one2one
Plek2,ENSMUSG00000021118,ENSG00000100558,ortholog_one2one
Gpm6b,ENSMUSG00000031342,ENSG00000046653,ortholog_one2one
Pole3,ENSMUSG00000028394,ENSG00000148229,ortholog_one2one
Susd2,ENSMUSG00000006342,ENSG00000099994,ortholog_one2one
Efr3b,ENSMUSG00000020658,ENSG00000084710,ortholog_one2one
Arl15,ENSMUSG00000042348,ENSG00000185305,ortholog_one2one
Scai,ENSMUSG00000035236,ENSG00000173611,ortholog_one2one
Car9,ENSMUSG00000028463,ENSG00000107159,ortholog_one2one
Hnrnpk,ENSMUSG00000021546,ENSG00000165119,ortholog_one2one
Atp13a3,ENSMUSG00000022533,ENSG00000133657,ortholog_one2one
Tnfaip3,ENSMUSG00000019850,ENSG00000118503,ortholog_one2one
Llgl1,ENSMUSG00000020536,ENSG00000131899,ortholog_one2one
Rab3b,ENSMUSG00000003411,ENSG00000169213,ortholog_one2one
Pole4,ENSMUSG00000030042,ENSG00000115350,ortholog_one2one
Serpina6,ENSMUSG00000060807,ENSG00000170099,ortholog_one2one
Dnajc27,ENSMUSG00000020657,ENSG00000115137,ortholog_one2one
Scarb1,ENSMUSG00000037936,ENSG00000073060,ortholog_one2one
Ifnk,ENSMUSG00000042993,ENSG00000147896,ortholog_one2one
Umad1,ENSMUSG00000089862,ENSG00000219545,ortholog_one2one
Klhl17,ENSMUSG00002076083,ENSG00000187961,ortholog_one2one
Disp1,ENSMUSG00000030768,ENSG00000154309,ortholog_one2one
Tektip1,ENSMUSG00000020234,ENSG00000183397,ortholog_one2one
Agap2,ENSMUSG00000025422,ENSG00000135439,ortholog_one2one
Tra2a,ENSMUSG00000029817,ENSG00000164548,ortholog_one2one
Kcns2,ENSMUSG00000050963,ENSG00000156486,ortholog_one2one
Oplah,ENSMUSG00000022562,ENSG00000178814,ortholog_one2one
Kics2,ENSMUSG00000053684,ENSG00000174206,ortholog_one2one
Lkaaear1,ENSMUSG00000045794,ENSG00000171695,ortholog_one2one
Thap2,ENSMUSG00000020137,ENSG00000173451,ortholog_one2one
Cisd1,ENSMUSG00000037710,ENSG00000122873,ortholog_one2one
Fmo4,ENSMUSG00000026692,ENSG00000076258,ortholog_one2one
Jag2,ENSMUSG00000002799,ENSG00000184916,ortholog_one2one
Tmprss7,ENSMUSG00000033177,ENSG00000176040,ortholog_one2one
Camta1,ENSMUSG00000014592,ENSG00000171735,ortholog_one2one
Mettl21a,ENSMUSG00000025956,ENSG00000144401,ortholog_one2one
Rab5b,ENSMUSG00000000711,ENSG00000111540,ortholog_one2one
Raf1,ENSMUSG00000000441,ENSG00000132155,ortholog_one2one
Tspan18,ENSMUSG00000027217,ENSG00000157570,ortholog_one2one
Htr2c,ENSMUSG00000041380,ENSG00000147246,ortholog_one2one
Serpinb11,ENSMUSG00000026327,ENSG00000206072,ortholog_one2one
Serpina12,ENSMUSG00000041567,ENSG00000165953,ortholog_one2one
Parp16,ENSMUSG00000032392,ENSG00000138617,ortholog_one2one
Gemin2,ENSMUSG00000060121,ENSG00000092208,ortholog_one2one
Dgka,ENSMUSG00000025357,ENSG00000065357,ortholog_one2one
Polr2g,ENSMUSG00000071662,ENSG00000168002,ortholog_one2one
Odr4,ENSMUSG00000006010,ENSG00000157181,ortholog_one2one
Zdhhc15,ENSMUSG00000033906,ENSG00000102383,ortholog_one2one
Mettl22,ENSMUSG00000039345,ENSG00000067365,ortholog_one2one
Coro2b,ENSMUSG00000041729,ENSG00000103647,ortholog_one2one
Eif3i,ENSMUSG00000028798,ENSG00000084623,ortholog_one2one
Kazald1,ENSMUSG00000025213,ENSG00000107821,ortholog_one2one
Wdsub1,ENSMUSG00000026988,ENSG00000196151,ortholog_one2one
Cul4b,ENSMUSG00000031095,ENSG00000158290,ortholog_one2one
Snapc1,ENSMUSG00000021113,ENSG00000023608,ortholog_one2one
Znrf1,ENSMUSG00000033545,ENSG00000186187,ortholog_one2one
Lrrc46,ENSMUSG00000020878,ENSG00000141294,ortholog_one2one
Anxa2,ENSMUSG00000032231,ENSG00000182718,ortholog_one2one
Dgkq,ENSMUSG00000004815,ENSG00000145214,ortholog_one2one
Tm9sf3,ENSMUSG00000025016,ENSG00000077147,ortholog_one2one
Tmem114,ENSMUSG00000022715,ENSG00000232258,ortholog_one2one
Eif4g1,ENSMUSG00000045983,ENSG00000114867,ortholog_one2one
Arhgap5,ENSMUSG00000035133,ENSG00000100852,ortholog_one2one
Mkks,ENSMUSG00000027274,ENSG00000125863,ortholog_one2one
Csdc2,ENSMUSG00000042109,ENSG00000172346,ortholog_one2one
Zyg11a,ENSMUSG00000034645,ENSG00000203995,ortholog_one2one
Wnt7b,ENSMUSG00000022382,ENSG00000188064,ortholog_one2one
Cog2,ENSMUSG00000031979,ENSG00000135775,ortholog_one2one
Rnf144a,ENSMUSG00000020642,ENSG00000151692,ortholog_one2one
Cbx5,ENSMUSG00000009575,ENSG00000094916,ortholog_one2one
Fam114a2,ENSMUSG00000020523,ENSG00000055147,ortholog_one2one
Emc1,ENSMUSG00000078517,ENSG00000127463,ortholog_one2one
Sostdc1,ENSMUSG00000036169,ENSG00000171243,ortholog_one2one
Gskip,ENSMUSG00000044715,ENSG00000100744,ortholog_one2one
Ccr8,ENSMUSG00000042262,ENSG00000179934,ortholog_one2one
Gpatch2l,ENSMUSG00000021254,ENSG00000089916,ortholog_one2one
Gpr143,ENSMUSG00000025333,ENSG00000101850,ortholog_one2one
Ndufb9,ENSMUSG00000022354,ENSG00000147684,ortholog_one2one
Mcm3ap,ENSMUSG00000001150,ENSG00000160294,ortholog_one2one
Zfp9,ENSMUSG00000072623,ENSG00000175395,ortholog_one2one
Yif1a,ENSMUSG00000024875,ENSG00000174851,ortholog_one2one
Cdkl5,ENSMUSG00000031292,ENSG00000008086,ortholog_one2one
Pde6h,ENSMUSG00000064330,ENSG00000139053,ortholog_one2one
Zfp623,ENSMUSG00000050846,ENSG00000183309,ortholog_one2one
Nfe2,ENSMUSG00000058794,ENSG00000123405,ortholog_one2one
Sema4f,ENSMUSG00000000627,ENSG00000135622,ortholog_one2one
Ankle1,ENSMUSG00000046295,ENSG00000160117,ortholog_one2one
Gad1,ENSMUSG00000070880,ENSG00000128683,ortholog_one2one
Rasgrp2,ENSMUSG00000032946,ENSG00000068831,ortholog_one2one
Brinp2,ENSMUSG00000004031,ENSG00000198797,ortholog_one2one
Ly6k,ENSMUSG00000044678,ENSG00000160886,ortholog_one2one
Asic1,ENSMUSG00000023017,ENSG00000110881,ortholog_one2one
Srpx2,ENSMUSG00000031253,ENSG00000102359,ortholog_one2one
Ubp1,ENSMUSG00000009741,ENSG00000153560,ortholog_one2one
Mast1,ENSMUSG00000053693,ENSG00000105613,ortholog_one2one
Zfpm2,ENSMUSG00000022306,ENSG00000169946,ortholog_one2one
Akap4,ENSMUSG00000050089,ENSG00000147081,ortholog_one2one
Apoa2,ENSMUSG00000005681,ENSG00000158874,ortholog_one2one
Tmem18,ENSMUSG00000043061,ENSG00000151353,ortholog_one2one
Cnksr2,ENSMUSG00000025658,ENSG00000149970,ortholog_one2one
Mthfd1,ENSMUSG00000021048,ENSG00000100714,ortholog_one2one
Wif1,ENSMUSG00000020218,ENSG00000156076,ortholog_one2one
Il34,ENSMUSG00000031750,ENSG00000157368,ortholog_one2one
9130401M01Rik,ENSMUSG00000101892,ENSG00000189376,ortholog_one2one
Kdm3a,ENSMUSG00000053470,ENSG00000115548,ortholog_one2one
Os9,ENSMUSG00000040462,ENSG00000135506,ortholog_one2one
Il1rl1,ENSMUSG00000026069,ENSG00000115602,ortholog_one2one
Zdhhc1,ENSMUSG00000039199,ENSG00000159714,ortholog_one2one
Tarbp2,ENSMUSG00000023051,ENSG00000139546,ortholog_one2one
Exoc6,ENSMUSG00000053799,ENSG00000138190,ortholog_one2one
Fgr,ENSMUSG00000028874,ENSG00000000938,ortholog_one2one
Ephb4,ENSMUSG00000029710,ENSG00000196411,ortholog_one2one
Naga,ENSMUSG00000022453,ENSG00000198951,ortholog_one2one
Ints7,ENSMUSG00000037461,ENSG00000143493,ortholog_one2one
Nt5c,ENSMUSG00000020736,ENSG00000125458,ortholog_one2one
Atp6v1g1,ENSMUSG00000039105,ENSG00000136888,ortholog_one2one
Cby2,ENSMUSG00000034913,ENSG00000174015,ortholog_one2one
Zbtb1,ENSMUSG00000033454,ENSG00000126804,ortholog_one2one
Las1l,ENSMUSG00000057421,ENSG00000001497,ortholog_one2one
Armh4,ENSMUSG00000036242,ENSG00000139971,ortholog_one2one
Mmachc,ENSMUSG00000028690,ENSG00000132763,ortholog_one2one
Nrcam,ENSMUSG00000020598,ENSG00000091129,ortholog_one2one
Pgd,ENSMUSG00000028961,ENSG00000142657,ortholog_one2one
Nr2e1,ENSMUSG00000019803,ENSG00000112333,ortholog_one2one
Fubp3,ENSMUSG00000026843,ENSG00000107164,ortholog_one2one
Zfp641,ENSMUSG00000022987,ENSG00000167528,ortholog_one2one
Ercc6,ENSMUSG00000054051,ENSG00000225830,ortholog_one2one
Prss57,ENSMUSG00000020323,ENSG00000185198,ortholog_one2one
Pgs1,ENSMUSG00000017715,ENSG00000087157,ortholog_one2one
Ptprk,ENSMUSG00000019889,ENSG00000152894,ortholog_one2one
Tax1bp1,ENSMUSG00000004535,ENSG00000106052,ortholog_one2one
Pcsk5,ENSMUSG00000024713,ENSG00000099139,ortholog_one2one
Ufl1,ENSMUSG00000040359,ENSG00000014123,ortholog_one2one
Pkhd1l1,ENSMUSG00000038725,ENSG00000205038,ortholog_one2one
Ift22,ENSMUSG00000007987,ENSG00000128581,ortholog_one2one
Cpne6,ENSMUSG00000022212,ENSG00000100884,ortholog_one2one
Fcmr,ENSMUSG00000042474,ENSG00000162894,ortholog_one2one
Med28,ENSMUSG00000015804,ENSG00000118579,ortholog_one2one
Klhl13,ENSMUSG00000036782,ENSG00000003096,ortholog_one2one
Gins4,ENSMUSG00000031546,ENSG00000147536,ortholog_one2one
Trmt44,ENSMUSG00000029097,ENSG00000155275,ortholog_one2one
Rab29,ENSMUSG00000026433,ENSG00000117280,ortholog_one2one
Casp12,ENSMUSG00000025887,ENSG00000204403,ortholog_one2one
Tbc1d9,ENSMUSG00000031709,ENSG00000109436,ortholog_one2one
Fgl2,ENSMUSG00000039899,ENSG00000127951,ortholog_one2one
Mrto4,ENSMUSG00000028741,ENSG00000053372,ortholog_one2one
Adamts20,ENSMUSG00000022449,ENSG00000173157,ortholog_one2one
Hmgb1,ENSMUSG00000066551,ENSG00000189403,ortholog_one2one
Dis3l2,ENSMUSG00000053333,ENSG00000144535,ortholog_one2one
Ttll3,ENSMUSG00000030276,ENSG00000214021,ortholog_one2one
Usp19,ENSMUSG00000006676,ENSG00000172046,ortholog_one2one
Il1rapl2,ENSMUSG00000059203,ENSG00000189108,ortholog_one2one
Mau2,ENSMUSG00000031858,ENSG00000129933,ortholog_one2one
Pex10,ENSMUSG00000029047,ENSG00000157911,ortholog_one2one
Fgf13,ENSMUSG00000031137,ENSG00000129682,ortholog_one2one
Ntf3,ENSMUSG00000049107,ENSG00000185652,ortholog_one2one
Paip2b,ENSMUSG00000045896,ENSG00000124374,ortholog_one2one
Ercc6l,ENSMUSG00000051220,ENSG00000186871,ortholog_one2one
Txk,ENSMUSG00000054892,ENSG00000074966,ortholog_one2one
Neurl1a,ENSMUSG00000006435,ENSG00000107954,ortholog_one2one
Pdpn,ENSMUSG00000028583,ENSG00000162493,ortholog_one2one
Dnai2,ENSMUSG00000034706,ENSG00000171595,ortholog_one2one
Pip4p2,ENSMUSG00000028221,ENSG00000155099,ortholog_one2one
Slc43a1,ENSMUSG00000027075,ENSG00000149150,ortholog_one2one
Cdip1,ENSMUSG00000004071,ENSG00000089486,ortholog_one2one
Smim1,ENSMUSG00000078350,ENSG00000235169,ortholog_one2one
Pign,ENSMUSG00000056536,ENSG00000197563,ortholog_one2one
Antxr1,ENSMUSG00000033420,ENSG00000169604,ortholog_one2one
Ppp1r9b,ENSMUSG00000038976,ENSG00000108819,ortholog_one2one
Xiap,ENSMUSG00000025860,ENSG00000101966,ortholog_one2one
Abhd17b,ENSMUSG00000047368,ENSG00000107362,ortholog_one2one
Tmem52,ENSMUSG00000023153,ENSG00000178821,ortholog_one2one
Stx5a,ENSMUSG00000010110,ENSG00000162236,ortholog_one2one
Slfnl1,ENSMUSG00000047518,ENSG00000171790,ortholog_one2one
Sh2d1a,ENSMUSG00000005696,ENSG00000183918,ortholog_one2one
Slc38a4,ENSMUSG00000022464,ENSG00000139209,ortholog_one2one
Sytl1,ENSMUSG00000028860,ENSG00000142765,ortholog_one2one
Rbm6,ENSMUSG00000032582,ENSG00000004534,ortholog_one2one
Ndufa4,ENSMUSG00000029632,ENSG00000189043,ortholog_one2one
Radx,ENSMUSG00000042498,ENSG00000147231,ortholog_one2one
Fastk,ENSMUSG00000028959,ENSG00000164896,ortholog_one2one
Ccdc179,ENSMUSG00000094445,ENSG00000255359,ortholog_one2one
Lrrc45,ENSMUSG00000025145,ENSG00000169683,ortholog_one2one
Apobec1,ENSMUSG00000040613,ENSG00000111701,ortholog_one2one
Prkx,ENSMUSG00000035725,ENSG00000183943,ortholog_one2one
Prdm15,ENSMUSG00000014039,ENSG00000141956,ortholog_one2one
Kif7,ENSMUSG00000050382,ENSG00000166813,ortholog_one2one
B4galt3,ENSMUSG00000052423,ENSG00000158850,ortholog_one2one
Rgp1,ENSMUSG00000028468,ENSG00000107185,ortholog_one2one
Srgap3,ENSMUSG00000030257,ENSG00000196220,ortholog_one2one
Dhcr24,ENSMUSG00000034926,ENSG00000116133,ortholog_one2one
Sox10,ENSMUSG00000033006,ENSG00000100146,ortholog_one2one
St13,ENSMUSG00000022403,ENSG00000100380,ortholog_one2one
Nup37,ENSMUSG00000035351,ENSG00000075188,ortholog_one2one
Rnf114,ENSMUSG00000006418,ENSG00000124226,ortholog_one2one
Tktl1,ENSMUSG00000031397,ENSG00000007350,ortholog_one2one
Ncdn,ENSMUSG00000028833,ENSG00000020129,ortholog_one2one
Pls3,ENSMUSG00000016382,ENSG00000102024,ortholog_one2one
Gpr6,ENSMUSG00000046922,ENSG00000146360,ortholog_one2one
Zfp143,ENSMUSG00000061079,ENSG00000166478,ortholog_one2one
Cep20,ENSMUSG00000022677,ENSG00000133393,ortholog_one2one
Ifngr1,ENSMUSG00000020009,ENSG00000027697,ortholog_one2one
Qsox1,ENSMUSG00000033684,ENSG00000116260,ortholog_one2one
Cped1,ENSMUSG00000062980,ENSG00000106034,ortholog_one2one
Ppie,ENSMUSG00000028651,ENSG00000084072,ortholog_one2one
Smim22,ENSMUSG00000096215,ENSG00000267795,ortholog_one2one
Lima1,ENSMUSG00000023022,ENSG00000050405,ortholog_one2one
Mrc1,ENSMUSG00000026712,ENSG00000260314,ortholog_one2one
Stxbp5,ENSMUSG00000019790,ENSG00000164506,ortholog_one2one
Vasn,ENSMUSG00000039646,ENSG00000168140,ortholog_one2one
Poglut1,ENSMUSG00000034064,ENSG00000163389,ortholog_one2one
Myh6,ENSMUSG00000040752,ENSG00000197616,ortholog_one2one
Aspm,ENSMUSG00000033952,ENSG00000066279,ortholog_one2one
Avp,ENSMUSG00000037727,ENSG00000101200,ortholog_one2one
Plpp3,ENSMUSG00000028517,ENSG00000162407,ortholog_one2one
Gid8,ENSMUSG00000027573,ENSG00000101193,ortholog_one2one
Cacul1,ENSMUSG00000033417,ENSG00000151893,ortholog_one2one
Ppm1n,ENSMUSG00000030402,ENSG00000213889,ortholog_one2one
Anln,ENSMUSG00000036777,ENSG00000011426,ortholog_one2one
Zfp580,ENSMUSG00000055633,ENSG00000213015,ortholog_one2one
Snx4,ENSMUSG00000022808,ENSG00000114520,ortholog_one2one
Mtmr3,ENSMUSG00000034354,ENSG00000100330,ortholog_one2one
Arid2,ENSMUSG00000033237,ENSG00000189079,ortholog_one2one
Zfp428,ENSMUSG00000064264,ENSG00000131116,ortholog_one2one
Hycc2,ENSMUSG00000038174,ENSG00000155744,ortholog_one2one
Upp2,ENSMUSG00000026839,ENSG00000007001,ortholog_one2one
Hes3,ENSMUSG00000028946,ENSG00000173673,ortholog_one2one
Pla2g2e,ENSMUSG00000028751,ENSG00000188784,ortholog_one2one
Tnfrsf1a,ENSMUSG00000030341,ENSG00000067182,ortholog_one2one
Pvrig,ENSMUSG00000109713,ENSG00000213413,ortholog_one2one
Nans,ENSMUSG00000028334,ENSG00000095380,ortholog_one2one
Rhpn2,ENSMUSG00000030494,ENSG00000131941,ortholog_one2one
Pcx,ENSMUSG00000024892,ENSG00000173599,ortholog_one2one
Aldh1l2,ENSMUSG00000020256,ENSG00000136010,ortholog_one2one
Nsdhl,ENSMUSG00000031349,ENSG00000147383,ortholog_one2one
Atp6v0b,ENSMUSG00000033379,ENSG00000117410,ortholog_one2one
Umod,ENSMUSG00000030963,ENSG00000169344,ortholog_one2one
Fdx1,ENSMUSG00000032051,ENSG00000137714,ortholog_one2one
Ptprz1,ENSMUSG00000068748,ENSG00000106278,ortholog_one2one
Atp6ap1,ENSMUSG00000019087,ENSG00000071553,ortholog_one2one
Taok3,ENSMUSG00000061288,ENSG00000135090,ortholog_one2one
Klhl6,ENSMUSG00000043008,ENSG00000172578,ortholog_one2one
Xpot,ENSMUSG00000034667,ENSG00000184575,ortholog_one2one
Nckipsd,ENSMUSG00000032598,ENSG00000213672,ortholog_one2one
Anapc1,ENSMUSG00000014355,ENSG00000153107,ortholog_one2one
Tex10,ENSMUSG00000028345,ENSG00000136891,ortholog_one2one
App,ENSMUSG00000022892,ENSG00000142192,ortholog_one2one
Acd,ENSMUSG00000038000,ENSG00000102977,ortholog_one2one
Klhl20,ENSMUSG00000026705,ENSG00000076321,ortholog_one2one
Klf10,ENSMUSG00000037465,ENSG00000155090,ortholog_one2one
Drosha,ENSMUSG00000022191,ENSG00000113360,ortholog_one2one
Per2,ENSMUSG00000055866,ENSG00000132326,ortholog_one2one
Ubiad1,ENSMUSG00000047719,ENSG00000120942,ortholog_one2one
Fam131b,ENSMUSG00000029861,ENSG00000159784,ortholog_one2one
Vars1,ENSMUSG00000007029,ENSG00000204394,ortholog_one2one
Osgin2,ENSMUSG00000041153,ENSG00000164823,ortholog_one2one
Nptn,ENSMUSG00000032336,ENSG00000156642,ortholog_one2one
Strn4,ENSMUSG00000030374,ENSG00000090372,ortholog_one2one
Iqsec2,ENSMUSG00000041115,ENSG00000124313,ortholog_one2one
Trim7,ENSMUSG00000040350,ENSG00000146054,ortholog_one2one
Ltbr,ENSMUSG00000030339,ENSG00000111321,ortholog_one2one
Zfp618,ENSMUSG00000028358,ENSG00000157657,ortholog_one2one
Trub1,ENSMUSG00000025086,ENSG00000165832,ortholog_one2one
Rab39b,ENSMUSG00000031202,ENSG00000155961,ortholog_one2one
Foxm1,ENSMUSG00000001517,ENSG00000111206,ortholog_one2one
Vgll1,ENSMUSG00000031131,ENSG00000102243,ortholog_one2one
Inava,ENSMUSG00000041605,ENSG00000163362,ortholog_one2one
Fgd1,ENSMUSG00000025265,ENSG00000102302,ortholog_one2one
Rftn2,ENSMUSG00000025978,ENSG00000162944,ortholog_one2one
Traf2,ENSMUSG00000026942,ENSG00000127191,ortholog_one2one
Ipo8,ENSMUSG00000040029,ENSG00000133704,ortholog_one2one
Dock8,ENSMUSG00000052085,ENSG00000107099,ortholog_one2one
Wdr59,ENSMUSG00000031959,ENSG00000103091,ortholog_one2one
Epha7,ENSMUSG00000028289,ENSG00000135333,ortholog_one2one
Pmch,ENSMUSG00000035383,ENSG00000183395,ortholog_one2one
Thy1,ENSMUSG00000032011,ENSG00000154096,ortholog_one2one
Nrbf2,ENSMUSG00000075000,ENSG00000148572,ortholog_one2one
Smyd2,ENSMUSG00000026603,ENSG00000143499,ortholog_one2one
Nolc1,ENSMUSG00000015176,ENSG00000166197,ortholog_one2one
Bcl9l,ENSMUSG00000063382,ENSG00000186174,ortholog_one2one
Lama4,ENSMUSG00000019846,ENSG00000112769,ortholog_one2one
Smarca1,ENSMUSG00000031099,ENSG00000102038,ortholog_one2one
Lrcol1,ENSMUSG00000072754,ENSG00000204583,ortholog_one2one
Bri3bp,ENSMUSG00000037905,ENSG00000184992,ortholog_one2one
Rps6kb1,ENSMUSG00000020516,ENSG00000108443,ortholog_one2one
Chst12,ENSMUSG00000036599,ENSG00000136213,ortholog_one2one
Nktr,ENSMUSG00000032525,ENSG00000114857,ortholog_one2one
Afap1,ENSMUSG00000029094,ENSG00000196526,ortholog_one2one
Flnc,ENSMUSG00000068699,ENSG00000128591,ortholog_one2one
Myof,ENSMUSG00000048612,ENSG00000138119,ortholog_one2one
Helb,ENSMUSG00000020228,ENSG00000127311,ortholog_one2one
4833420G17Rik,ENSMUSG00000062822,ENSG00000172244,ortholog_one2one
Ptma,ENSMUSG00000026238,ENSG00000187514,ortholog_one2one
Maob,ENSMUSG00000040147,ENSG00000069535,ortholog_one2one
Mbd6,ENSMUSG00000025409,ENSG00000166987,ortholog_one2one
Ldb2,ENSMUSG00000039706,ENSG00000169744,ortholog_one2one
Zfp449,ENSMUSG00000073176,ENSG00000173275,ortholog_one2one
Coq10b,ENSMUSG00000025981,ENSG00000115520,ortholog_one2one
Anxa10,ENSMUSG00000031635,ENSG00000109511,ortholog_one2one
Gm614,ENSMUSG00000090141,ENSG00000204165,ortholog_one2one
Stab2,ENSMUSG00000035459,ENSG00000136011,ortholog_one2one
Mpp1,ENSMUSG00000031402,ENSG00000130830,ortholog_one2one
Ptgds,ENSMUSG00000015090,ENSG00000107317,ortholog_one2one
Alg11,ENSMUSG00000063362,ENSG00000253710,ortholog_one2one
